locality_it,locality_printed,skeleton,circoscrizione_it,circoscrizione_kind,circoscrizione_ar,shabiya_ar,shabiya_en,shabiya_pcode,shabiya_matched_level,tav_xx_page,appendix_page,circoscrizione_printed,mahalla_id,mahalla_ar,match_rule
Tuìui,Tuìui,TWYWY,umm el araneb,,أم الأرانب,مرزق,Murzuq,LY0322,asserted,78,246,78 Mudirb di Vmm el-Aràneb,,,no mahalla of that sound in the shabiya
Tamzàua,Tamzàua,TMZW,brach,mudiria,براك,وادي الشاطئ,Wadi al Shatii,LY0318,baladiya,75,246,75 Mudirìa di Brach,Wadi al Shatii-010,تامزاوة,skeleton and shabiya
Tunìn,Tunìn,TWNYN,,mudiria,,,,,,76,246,"76 Mudirla di G::J,t",,,no shabiya
Tan Afèlla,Tan Afèlla,TNFL,gat,mudiria,غات,غات,Ghat,LY0321,shabiya,76,246,76 Mudiria di Gat,,,no mahalla of that sound in the shabiya
Tunìn (Oasi di),Tunìn (Oasi di),TWNYNSYDY,gadames,,غدامس,نالوت,Nalut,LY0209,baladiya,59,246,"59 Residenz::J, di Gadàmes",,,no mahalla of that sound in the shabiya
Tanàhma (et-),Tanàhma (et-),TNHMT,uadi el agial,mudiria,وادي الأجال,وادي الحياة,Wadi al Hayaa,LY0320,asserted,77,246,77 Mudirìa di Vàdi el-Agiàl,,,no mahalla of that sound in the shabiya
Tùrgut (Vàdi),Tùrgut (Vàdi),TWRKWTWDY,homs,,الخمس,المرقب,Murqub,LY0210,baladiya,62,246,"62 Residenz::J, di Homs",,,name repeats in 1936 shabiya
Tan Ataràm,Tan Ataràm,TNTRM,gat,mudiria,غات,غات,Ghat,LY0321,shabiya,76,246,76 Mudiria. di Gat,,,no mahalla of that sound in the shabiya
Turgùt (Vàdi),Turgùt (Vàdi),TWRKWTWDY,tarhuna,,ترهونة,المرقب,Murqub,LY0210,baladiya,63,246,"63-64 Residenz::J, di Tarhùna",,,name repeats in 1936 shabiya
Tanezzùft (Vàdi),Tanezzùft (Vàdi),TNZWFTWDY,gat,mudiria,غات,غات,Ghat,LY0321,shabiya,76,246,76 Mudirìadi Gat,,,no mahalla of that sound in the shabiya
Tarabùt,Tarabùt,TRBWT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,246,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Tarèdia,Tarèdia,TRDY,giado,distretto,جادو,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,246,60 Distretto di Giàdo,,,no mahalla of that sound in the shabiya
Tareglàt (Vàdi),Tareglàt (Vàdi),TRKLTWDY,el gusbat,residenza,القصبات,المرقب,Murqub,LY0210,asserted,63,246,63 Residenza di el-Gusbàt,,,no mahalla of that sound in the shabiya
Tarmìsa,Tarmìsa,TRMYS,giado,distretto,جادو,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,246,60 Distretto di Giàdo,,,no mahalla of that sound in the shabiya
Vaddàn,Vaddàn,WDN,hon,mudiria,هون,الجفرة,Jufra,LY0317,asserted,79,246,79 Mudirla di Hon,,,skeleton too short
Bir Tarsìn,Tarsìn (Bir),BYRTRSYN,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,246,60 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Vàdna,Vàdna,WDN,el gusbat,residenza,القصبات,المرقب,Murqub,LY0210,asserted,63,246,63 Residenza diel-Gusbàt,,,skeleton too short
Tartùr,Tartùr,TRTWR,nalut,residenza,نالوت,نالوت,Nalut,LY0209,shabiya,58,246,58 Residenza di Nalùt,,,no mahalla of that sound in the shabiya
Bir el- Vàr,Vàr (Bir el-),BYRLWR,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,246,60 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Uàzzen,Uàzzen,WZN,nalut,residenza,نالوت,نالوت,Nalut,LY0209,shabiya,,247,Residenza di Nalùt,,,skeleton too short
Umm ez-Zuèr,Umm ez-Zuèr,WMZWR,umm el araneb,mudiria,أم الأرانب,مرزق,Murzuq,LY0322,asserted,78,247,78 Mudirìa. di Umm el-Aràneb,,,no mahalla of that sound in the shabiya
Ubàri,Ubàri,WBRY,uadi el agial,mudiria,وادي الأجال,وادي الحياة,Wadi al Hayaa,LY0320,asserted,,247,Mudirìa di Uàdi el-Agiàl,Wadi al Hayaa-001,اوباري,skeleton and shabiya
Umm Gelàs,Umm Gelàs,WMGLS,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
el- Ubberàt,Ubberàt (el-),LWBRT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,,247,Residenza di Tarhùna,,,name repeats in 1936 shabiya
Umm Sciumàch,Umm Sciumàch,WMXYWMK,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di 'I:arhùna,,,no mahalla of that sound in the shabiya
el- Uberàt,Uberàt (el-),LWBRT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,,247,Residenza di Tarhùna,,,name repeats in 1936 shabiya
Umm Solàt,Umm Solàt,WMSLT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,65,247,65 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Udèi el-Gèmla,Udèi el-Gèmla,WDYLGML,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,,247,Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Umm Suffàr,Umm Suffàr,WMSWFR,nalut,residenza,نالوت,نالوت,Nalut,LY0209,shabiya,59,247,59 Residenza di Nalùt,,,no mahalla of that sound in the shabiya
Udèi el-Maràggaa,Udèi el-Maràggaa,WDYLMRK,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,,247,Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Umm Zlàs,Umm Zlàs,WMZLS,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Uenzerìch,Uenzerìch,WNZRYK,edri,mudiria,إدري,وادي الشاطئ,Wadi al Shatii,LY0318,baladiya,,247,Mudirìa di Èdri,Wadi al Shatii-022,ونزريك,skeleton and shabiya
Bir Unt,Unt (Bir),BYRWNT,homs,residenza,الخمس,المرقب,Murqub,LY0210,baladiya,62,247,62 Residenzà di Homs,,,no mahalla of that sound in the shabiya
Uenzirèf,Uenzirèf,WNZYRF,,,,,,,,61,247,61,,,no shabiya
Uost,Uost,WST,zliten,circondario,زليتن,مصراته,Misrata,LY0214,asserted,65,247,65 Circondario .di Z1ìten,,,skeleton too short
el- Uèsca·,Uèsca· (el-),LWX,misurata,residenza,مصراتة,مصراته,Misrata,LY0214,shabiya,,247,Residenza di Misurata,,,skeleton too short
Usàden,Usàden,WSDN,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,Jabal al Gharbi-011,اوسادن,skeleton and shabiya
Uscèbari,Uscèbari,WXBRY,giado,distretto,جادو,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Distretto di Giàdo,,,no mahalla of that sound in the shabiya
Uesctàta,Uesctàta,WXT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,,247,Residenza di Tarhùna,,,skeleton too short
Ugist,Ugist,WGST,gerdes gerrari,distretto,قرضس الجرارى,,,,,,247,Distretto eli Gèrdes Gerràri,,,no shabiya
Uifàt,Uifàt,WYFT,,,,,,,,60,247,60,,,no shabiya
Zaafràn,Zaafràn,ZFRN,giado,distretto,جادو,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Distretto di Giàdo,,,no mahalla of that sound in the shabiya
Ulàd Aàmer,Ulàd Aàmer,WLDMR,,,,,,,,61,247,61,,,no shabiya
ez- Zaafràn,Zaafràn (ez-),ZFRN,el gusbat,residenza,القصبات,المرقب,Murqub,LY0210,asserted,63,247,63 Residenza di el-Gusbàt,,,no mahalla of that sound in the shabiya
Ulàd Abd el-Azìz,Ulàd Abd el-Azìz,WLDBDLZYZ,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,,247,Distretto di Ièfren,,,no mahalla of that sound in the shabiya
Zaguàni,Zaguàni,ZKWNY,zanzur,distretto,جنزور,البطنان,Butnan,LY0104,mahalla,56,247,56 Distretto di Zanzùr,,,no mahalla of that sound in the shabiya
Ulàd Abd el-Latìf,Ulàd Abd el-Latìf,WLDBDLTYF,zanzur,distretto,جنزور,البطنان,Butnan,LY0104,mahalla,,247,Distretto di Zanzùr,,,no mahalla of that sound in the shabiya
Zagùba,Zagùba,ZKWB,edri,mudiria,إدري,وادي الشاطئ,Wadi al Shatii,LY0318,baladiya,75,247,75 Mudiria di Èdri,,,no mahalla of that sound in the shabiya
Ulàd Ali,Ulàd Ali,WLDLY,,,,,,,,61,247,61,,,no shabiya
Zanzùr,Zanzùr,ZNZWR,zanzur,distretto,جنزور,البطنان,Butnan,LY0104,mahalla,56,247,56 Distretto di Zanzùr,,,no mahalla of that sound in the shabiya
Ulàd Alì,Ulàd Alì,WLDLY,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,,247,Residenza di Tarhùna,Murqub-040,اولادعلي,skeleton and shabiya
Zaràmga (Oasi di),Zaràmga (Oasi di),ZRMKSYDY,sabratha,distretto,صبراتة,النقاط الخمس,Nuqat al Khams,LY0215,asserted,55,247,55 Distretto di Sa bràtha,,,no mahalla of that sound in the shabiya
Ulàd Alì el Borg,Ulàd Alì el Borg,WLDLYLBRK,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,,247,Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Zaràra,Zaràra,ZR,nalut,residenza,نالوت,نالوت,Nalut,LY0209,shabiya,59,247,59 Residenza di Nalùt,,,skeleton too short
Ulàd Amòr,Ulàd Amòr,WLDMR,,,,,,,,60,247,60,,,no shabiya
Sìdi Zarrùgh,Zarrùgh (Sìdi),SYDYZRWK,misurata,residenza,مصراتة,مصراته,Misrata,LY0214,shabiya,66,247,66 Residenza di Misurata,,,no mahalla of that sound in the shabiya
Ulàd Atìa,Ulàd Atìa,WLDTY,,,,,,,,61,247,61,,,no shabiya
Zàuiet Sìdi Bu Màdi,Zàuiet Sìdi Bu Màdi,ZWYTSYDYBWMDY,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Ulàd Auàn,Ulàd Auàn,WLDWN,,,,,,,,61,247,61,,,no shabiya
Gefàra di Zàvia,Zàvia (Gefàra di),GFRDYZWY,zavia,distretto,الزاوية,الزاوية,Zawiya,LY0213,shabiya,56,247,56 Distretto di Zà via,,,no mahalla of that sound in the shabiya
Ulàd Belhòl,Ulàd Belhòl,WLDBLHL,,,,,,,,61,247,61,,,no shabiya
Zà via (Oasi di),Zà via (Oasi di),ZWYSYDY,zavia,distretto,الزاوية,الزاوية,Zawiya,LY0213,shabiya,56,247,56 Distretto di Zàvia,,,no mahalla of that sound in the shabiya
Ulàd Bèni Iaagùb,Ulàd Bèni Iaagùb,WLDBNYKWB,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Zàviet Amùra,Zàviet Amùra,ZWYTMWR,zanzur,distretto,جنزور,البطنان,Butnan,LY0104,mahalla,56,247,56 Distretto di Zanzùr,,,no mahalla of that sound in the shabiya
Ulàd Bu Gedìd,Ulàd Bu Gedìd,WLDBWGDYD,giado,distretto,جادو,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Giàclo,,,no mahalla of that sound in the shabiya
Zàviet el-Hanìa,Zàviet el-Hanìa,ZWYTLHNY,beda littoria,distretto,البيضاء,الجبل الأخضر,Jabal al Akhdar,LY0106,baladiya,71,247,71 Distretto di Bèda Littòria,,,no mahalla of that sound in the shabiya
Ulàd Bu Husèien,Ulàd Bu Husèien,WLDBWHWSYN,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
Zàviet el-Mahgiùb,Zàviet el-Mahgiùb,ZWYTLMHGWB,misurata,residenza,مصراتة,مصراته,Misrata,LY0214,shabiya,66,247,66 Residenza di Misurata,,,no mahalla of that sound in the shabiya
Ulàd Bu Ras,Ulàd Bu Ras,WLDBWRS,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Zàviet es-Smah,Zàviet es-Smah,ZWYTSM,el gusbat,residenza,القصبات,المرقب,Murqub,LY0210,asserted,63,247,63 Residenza di el-Gusbàt,,,no mahalla of that sound in the shabiya
Ulàd Ch1ìfa,Ulàd Ch1ìfa,WLDKYF,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
Zàviet Tert,Zàviet Tert,ZWYTRT,cirene,distretto,شحات,الجبل الأخضر,Jabal al Akhdar,LY0106,baladiya,72,247,72 Distretto di Ci rene,,,no mahalla of that sound in the shabiya
Ulàd Duìb,Ulàd Duìb,WLDWYB,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
Zdù,Zdù,ZDW,zliten,circondario,زليتن,مصراته,Misrata,LY0214,asserted,65,247,65 Circondario di Z1ìten,,,skeleton too short
Ulàd Em bàrech,Ulàd Em bàrech,WLDMBRK,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Zebbàn,Zebbàn,ZBN,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,skeleton too short
Ulàd Giàber,Ulàd Giàber,WLDGBR,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
ez- Zebìa,Zebìa (ez-),ZBY,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,skeleton too short
Bir Ulàd Giàber,Ulàd Giàber (Bir),BYRWLDGBR,el azizia,distretto,العزيزية,الجفارة,Jafara,LY0212,baladiya,57,247,57 Distretto di el-Azizìa,,,no mahalla of that sound in the shabiya
Uàdi ez- Zed,Zed (Uàdi ez-),WDYZD,sirte,residenza,سرت,سرت,Sirte,LY0208,shabiya,67,247,67 Residenza di Sirte,,,no mahalla of that sound in the shabiya
Ulàd Hzam,Ulàd Hzam,WLDHZM,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
el- Zedesciàt,Zedesciàt (el-),LZDXYT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,65,247,65 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Ulàd ìsa,Ulàd ìsa,WLDYS,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,name repeats in 1936 shabiya
Zèlla,Zèlla,ZL,zella,mudiria,زلة,الجفرة,Jufra,LY0317,asserted,79,247,79 Mudirìa di Zèlla,,,skeleton too short
Ulàd ìsa,Ulàd ìsa,WLDYS,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Residenza di Gariàn,,,name repeats in 1936 shabiya
Zèlten,Zèlten,ZLTN,zuara,distretto,زوارة,النقاط الخمس,Nuqat al Khams,LY0215,baladiya,55,247,55 Distretto di Zuàra,Nuqat al Khams-023,زلطن,skeleton and shabiya
Ulàd Maàrref,Ulàd Maàrref,WLDMRF,,,,,,,,,247,,,,no shabiya
(Territo-,(Territo-,TRYT,,,,,,,,,247,,,,no shabiya
Zeluàz,Zeluàz,ZLWZ,brach,mudiria,براك,وادي الشاطئ,Wadi al Shatii,LY0318,baladiya,75,247,75 Mudirìa di Brach,Wadi al Shatii-003,زلواز,skeleton and shabiya
rio degli),rio degli),RYDKLY,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,63,247,63 Residenza di Tarhùna,,,name repeats in 1936 shabiya
Uàdi Zem Zem,Zem Zem (Uàdi),WDYZMZM,mizda,distretto,مزدة,الجبل الغربي,Jabal al Gharbi,LY0216,asserted,61,247,61 Distretto di Mìzda,,,no mahalla of that sound in the shabiya
Ulàd Mansùr,Ulàd Mansùr,WLDMNSWR,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,name repeats in 1936 shabiya
Zentùt,Zentùt,ZNTWT,giado,distretto,جادو,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Distretto di Giàdo,,,no mahalla of that sound in the shabiya
Ulàd Mansùr,Ulàd Mansùr,WLDMNSWR,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,name repeats in 1936 shabiya
ez- Zèrghi,Zèrghi (ez-),ZRKY,el giof,,الجوف,الكفرة,Kufra,LY0107,mahalla,79,247,79 Sotto zona militare di el-Giòf,,,no mahalla of that sound in the shabiya
Ulàd Mràbet,Ulàd Mràbet,WLDMRBT,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Zerìr,Zerìr,ZRYR,zuara,distretto,زوارة,النقاط الخمس,Nuqat al Khams,LY0215,baladiya,55,247,55 Distretto di Zuàra,,,no mahalla of that sound in the shabiya
Ulàd Msèllem (Territo-,Ulàd Msèllem (Territo-,WLDMSLMTRYT,,,,,,,,,247,,,,no shabiya
Zettàr,Zettàr,ZTR,mizda,distretto,مزدة,الجبل الغربي,Jabal al Gharbi,LY0216,asserted,61,247,61 Distretto di Mizda,,,skeleton too short
rio degli),rio degli),RYDKLY,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,name repeats in 1936 shabiya
Ziàinet eI-Giùmaa,Ziàinet eI-Giùmaa',ZYNTYGWM,zliten,circondario,زليتن,مصراته,Misrata,LY0214,asserted,65,247,65 Circondario di ZUten,,,no mahalla of that sound in the shabiya
Ulàd Rian,Ulàd Rian,WLDRYN,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
ez- Zìghen,Zìghen (ez-),ZYKN,sebha,mudiria,سبها,سبها,Sabha,LY0319,shabiya,76,247,76 Mudirìa di Sèbha,Sabha-010,الزيغن,article dropped
Ulàd Saìù,Ulàd Saìù,WLDSYW,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,60,247,60 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
ez- Zintàn,Zintàn (ez-),ZYNTN,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
Ulàcl Sàlem,Ulàcl Sàlem,WLKLSLM,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,no mahalla of that sound in the shabiya
Zitùna,Zitùna,ZYTWN,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Ulàd Sghèir,Ulàd Sghèir,WLDSKYR,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
ez- Zitùna,Zitùna (ez-),ZYTWN,traghen,mudiria,تراغن,مرزق,Murzuq,LY0322,asserted,78,247,78 Mudirìa di Tràghen,,,no mahalla of that sound in the shabiya
Ulàd Uif,Ulàd Uif,WLDWYF,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Zizàu,Zizàu,ZYZW,murzuch,mudiria,مرزق,مرزق,Murzuq,LY0322,shabiya,78,247,78 Mudirìa di Mùrzuch,,,no mahalla of that sound in the shabiya
Ummàiet Bu Ganìma,Ummàiet Bu Ganìma,WMYTBWKNYM,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,63,247,63 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Zlìten,Zlìten,ZLYTN,zliten,circondario,زليتن,مصراته,Misrata,LY0214,asserted,65,247,65 Circondario di Z1ìten,,,no mahalla of that sound in the shabiya
Bir,(Bir),BYR,,,,,,,,,247,,,,no shabiya
Umm ed-Danuài,Umm ed-Danuài,WMDNWY,en nofilia,residenza,النوفلية,سرت,Sirte,LY0208,mahalla,67,247,67 Residenza di en-Nofì1ìa,,,no mahalla of that sound in the shabiya
Zlìten Uost,Zlìten Uost,ZLYTNWST,zliten,circondario,زليتن,مصراته,Misrata,LY0214,asserted,65,247,65 Circondario di Z1ìten,,,no mahalla of that sound in the shabiya
Umm el-Abìd,Umm el-Abìd,WMLBYD,sebha,mudiria,سبها,سبها,Sabha,LY0319,shabiya,76,247,76 Mudirìa di Sèbha,,,no mahalla of that sound in the shabiya
ez- Zòra,Zòra (ez-),ZR,agedabia,distretto,أجدابيا,الواحات,Al Wahat,LY0105,asserted,68,247,68 Distretto di Agedàbia,,,skeleton too short
Umm eI-Aràneb,Umm eI-Aràneb,WMYRNB,umm el araneb,mudiria,أم الأرانب,مرزق,Murzuq,LY0322,asserted,78,247,78 Mudirìa di Umm el-Aràneb,,,no mahalla of that sound in the shabiya
Zors,Zors,ZRS,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,63,247,63 Residenza di Tarhùna,,,skeleton too short
Umm el-Breicàt,Umm el-Breicàt,WMLBRYKT,cirene,distretto,شحات,الجبل الأخضر,Jabal al Akhdar,LY0106,baladiya,72,247,72 Distretto di Ci rene,,,no mahalla of that sound in the shabiya
Zuàga,Zuàga,ZWK,sabratha,distretto,صبراتة,النقاط الخمس,Nuqat al Khams,LY0215,asserted,55,247,55 Distretto di Sabràtha,,,skeleton too short
Umm el-Gedàri,Umm el-Gedàri,WMLGDRY,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,name repeats in 1936 shabiya
ez- Zùaia,Zùaia (ez-),ZWY,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,skeleton too short
Umm el-Gersàn,Umm el-Gersàn,WMLGRSN,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,Jabal al Gharbi-044,ام الجرسان,semivowels dropped
Zuàra,Zuàra,ZWR,zuara,distretto,زوارة,النقاط الخمس,Nuqat al Khams,LY0215,baladiya,55,247,55 Distretto di Zuàra,,,skeleton too short
Umm el-Ghèraa,Umm el-Ghèraa,WMLKR,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
Uàdi ez- Zuarìa,Zuarìa (Uàdi ez-),WDYZWRY,el gusbat,residenza,القصبات,المرقب,Murqub,LY0210,asserted,63,247,63 Residenza di el-Gusbàt,,,no mahalla of that sound in the shabiya
Umm el-Gidàri,Umm el-Gidàri,WMLGDRY,homs,residenza,الخمس,المرقب,Murqub,LY0210,baladiya,62,247,62 Residenza di Homs,,,name repeats in 1936 shabiya
Zuèi,Zuèi,ZWY,cirene,distretto,شحات,الجبل الأخضر,Jabal al Akhdar,LY0106,baladiya,72,247,72 Distretto di Ci rene,,,skeleton too short
ez- Zuèia,Zuèia (ez-),ZWY,agedabia,distretto,أجدابيا,الواحات,Al Wahat,LY0105,asserted,68,247,68 Distretto di Agedàbia,,,skeleton too short
Bir Umm el-Grun,Umm el-Grun (Bir),BYRWMLKRWN,el azizia,distretto,العزيزية,الجفارة,Jafara,LY0212,baladiya,57,247,57 Distretto di el-Azizìa·,,,no mahalla of that sound in the shabiya
ez- Zuèia,Zuèia (ez-),ZWY,brach,mudiria,براك,وادي الشاطئ,Wadi al Shatii,LY0318,baladiya,75,247,75 Mudirìa di Brach,,,skeleton too short
Umm el-Hàlfa,Umm el-Hàlfa,WMLHLF,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
ez- Zuèia,Zuèia (ez-),ZWY,garian,residenza,غريان,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,59,247,59 Residenza di Gariàn,,,skeleton too short
Umm el-Hammàm,Umm el-Hammàm,WMLHM,uadi etba,mudiria,وادي عتبة,وادي الشاطئ,Wadi al Shatii,LY0318,baladiya,77,247,77 Mudirìa di Uàdi Ètba,,,no mahalla of that sound in the shabiya
ez- Zuetìna,Zuetìna (ez-),ZWTYN,agedabia,distretto,أجدابيا,الواحات,Al Wahat,LY0105,asserted,68,247,68 Distretto di Agedàbia,,,no mahalla of that sound in the shabiya
Umm el-Lèbed,Umm el-Lèbed,WMLBD,tarhuna,residenza,ترهونة,المرقب,Murqub,LY0210,baladiya,64,247,64 Residenza di Tarhùna,,,no mahalla of that sound in the shabiya
zuna,zuna,ZWN,umm el araneb,mudiria,أم الأرانب,مرزق,Murzuq,LY0322,asserted,78,247,78 Mudirìa di Umm el-Aràneb,,,skeleton too short
Umm er-Rtem,Umm er-Rtem,WMRTM,homs,residenza,الخمس,المرقب,Murqub,LY0210,baladiya,62,247,62 Residenza di Homs,,,no mahalla of that sound in the shabiya
ez- Z urgàn,Z urgàn (ez-),ZWRKN,iefren,distretto,يفرن,الجبل الغربي,Jabal al Gharbi,LY0216,baladiya,61,247,61 Distretto di Ièfren,,,no mahalla of that sound in the shabiya
Umm er-Rzèm,Umm er-Rzèm,WMRZM,derna,distretto,درنة,درنة,Derna,LY0101,shabiya,74,247,74 Distretto di Derna,,,no mahalla of that sound in the shabiya
