mahalla_id,shabiya_ar,shabiya_en,mahalla_ar,libyan_hh_households,libyan_hh_libyans,libyan_hh_non_libyans,libyan_hh_persons,non_libyan_hh_households,non_libyan_hh_libyans,non_libyan_hh_non_libyans,non_libyan_hh_persons,households,libyans,non_libyans,persons,identity_failures,imputed_cells,page,source_document,source_sha256
Benghazi-037,بنغازي,Benghazi,قمينس الشرقية,690,4483,53,4536,102,6,309,315,792,4489,362,4851,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-038,بنغازي,Benghazi,قمينس الغربية,300,2161,7,2168,16,6,67,73,316,2167,74,2241,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-039,بنغازي,Benghazi,الحرز,662,4551,55,4606,94,14,283,297,756,4565,338,4903,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-040,بنغازي,Benghazi,المقرون,423,2925,20,2945,57,9,260,269,480,2934,280,3214,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-041,بنغازي,Benghazi,كركورة,134,808,1,809,12,0,40,40,146,808,41,849,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-042,بنغازي,Benghazi,شط البدين,226,1520,11,1531,19,0,53,53,245,1520,64,1584,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-043,بنغازي,Benghazi,الرقطة,96,664,4,668,6,6,28,34,102,670,32,702,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-044,بنغازي,Benghazi,سلوق الشرقية,449,2759,33,2792,99,35,315,350,548,2794,348,3142,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-045,بنغازي,Benghazi,سلوق\الغربية,940,6026,40,6066,95,17,431,448,1035,6043,471,6514,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-046,بنغازي,Benghazi,عمر المختار,967,6302,47,6349,55,21,233,254,1022,6323,280,6603,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-047,بنغازي,Benghazi,الطيلمون,74,586,6,592,2,1,16,17,76,587,22,609,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-048,بنغازي,Benghazi,مسوس,188,1193,22,1215,13,2,51,53,201,1195,73,1268,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-049,بنغازي,Benghazi,الخضراء الشرقية,295,1819,18,1837,48,2,175,177,343,1821,193,2014,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Benghazi-050,بنغازي,Benghazi,الخضراء الغربية,351,2300,22,2322,7,14,23,37,358,2314,45,2359,0,0,11,نتائج-تعداد-العام-لسكان-مدينة-بنغازي-لسنة-2006م.pdf,9fa6935d521954c4742d81a2095801d256aa05dcb42739a144e90c17ff1bdd55
Derna-001,درنة,Derna,ابو منصور,6498,35605,566,36171,327,306,1228,1534,6825,35911,1794,37705,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-002,درنة,Derna,البلاد,372,1924,64,1988,78,19,373,392,450,1943,437,2380,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-003,درنة,Derna,الجبيلة,3213,16072,265,16337,251,155,950,1105,3464,16227,1215,17442,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-004,درنة,Derna,المغار,4499,25079,333,25412,166,202,594,796,4665,25281,927,26208,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-005,درنة,Derna,كرسة,386,2120,47,2167,4,7,22,29,390,2127,69,2196,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-006,درنة,Derna,راس الهلال,234,1355,12,1367,5,0,9,9,239,1355,21,1376,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-007,درنة,Derna,الاترون,139,821,17,838,7,2,20,22,146,823,37,860,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-008,درنة,Derna,ابو الفرائس,34,277,6,283,2,1,6,7,36,278,12,290,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-009,درنة,Derna,التميمي,574,4028,44,4072,55,6,289,295,629,4034,333,4367,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-010,درنة,Derna,البمبة,471,3323,24,3347,10,14,26,40,481,3337,50,3387,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-011,درنة,Derna,ام الرزم,1066,6762,110,6872,53,28,236,264,1119,6790,346,7136,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-012,درنة,Derna,ام حفين,213,1421,14,1435,9,10,33,43,222,1431,47,1478,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-013,درنة,Derna,مرتوبة,1112,7399,51,7450,33,22,166,188,1145,7421,217,7638,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-014,درنة,Derna,سرسرة,258,1726,5,1731,9,7,31,38,267,1733,36,1769,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-015,درنة,Derna,عين مارة,592,3885,18,3903,13,6,45,51,605,3891,63,3954,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-016,درنة,Derna,بيت تامر,251,1890,15,1905,17,9,35,44,268,1899,50,1949,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-017,درنة,Derna,الدبوسية,114,949,7,956,1,0,2,2,115,949,9,958,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-018,درنة,Derna,القبة الشمالية,844,6182,39,6221,40,12,199,211,884,6194,238,6432,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-019,درنة,Derna,القبة الجنوبية,1636,12311,68,12379,86,27,353,380,1722,12338,421,12759,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-020,درنة,Derna,لملودة,362,2456,6,2462,21,2,85,87,383,2458,91,2549,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-021,درنة,Derna,الابرق الشمالي,915,6504,31,6535,41,20,201,221,956,6524,232,6756,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-022,درنة,Derna,الابرق الجنوبي,287,1752,33,1785,74,9,236,245,361,1761,269,2030,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-023,درنة,Derna,القيقب الشمالي,529,3709,26,3735,39,6,125,131,568,3715,151,3866,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-024,درنة,Derna,القيقب الجنوبي,428,3111,25,3136,32,25,89,114,460,3136,114,3250,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-025,درنة,Derna,خولان,59,496,0,496,1,0,5,5,60,496,5,501,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-026,درنة,Derna,العزيات,251,1797,8,1805,22,4,48,52,273,1801,56,1857,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Derna-027,درنة,Derna,المخيلي,234,1535,28,1563,34,14,187,201,268,1549,215,1764,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-درنة-لسنة-2006م.pdf,76178c5c9932bc74b65f919feedd035f8deeb842f7b008a8cbb1022b0855f057
Sabha-001,سبها,Sabha,المنشية,3369,19538,281,19819,677,144,2037,2181,4046,19682,2318,22000,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-002,سبها,Sabha,القرضة,3750,22686,328,23014,581,152,2013,2165,4331,22838,2341,25179,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-003,سبها,Sabha,الجديدة,3696,22204,259,22463,639,339,2427,2766,4335,22543,2686,25229,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-004,سبها,Sabha,سكرة,2026,12107,172,12279,502,167,2045,2212,2528,12274,2217,14491,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-005,سبها,Sabha,المهدية,2528,15293,205,15498,409,115,1522,1637,2937,15408,1727,17135,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-006,سبها,Sabha,القاهرة,2712,15818,139,15957,922,165,1739,1904,3634,15983,1878,17861,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-007,سبها,Sabha,غدوة,402,2716,24,2740,45,11,178,189,447,2727,202,2929,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-008,سبها,Sabha,تمنهنت,380,2246,32,2278,42,17,162,179,422,2263,194,2457,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-009,سبها,Sabha,سمنو,590,3196,38,3234,248,16,417,433,838,3212,455,3667,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sabha-010,سبها,Sabha,الزيغن,324,2104,7,2111,81,4,143,147,405,2108,150,2258,0,0,1,نتائج-تعداد-العام-لسكان-مدينة-سبها-لسنة-2006م.pdf,accadd7b9f323ed14415a63f2b541af7a0bd6d390057ef0d809eb76e7bbc90d3
Sirte-001,سرت,Sirte,ابو زاهية,726,6185,26,6211,146,22,411,433,872,6207,437,6644,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-002,سرت,Sirte,القرضابية,1041,9175,93,9268,175,77,830,907,1216,9252,923,10175,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-003,سرت,Sirte,المنارة,1602,11810,93,11903,174,112,750,862,1776,11922,843,12765,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-004,سرت,Sirte,الزعفران,1717,12827,148,12975,486,116,1820,1936,2203,12943,1968,14911,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-005,سرت,Sirte,الجزيرة,3020,21660,173,21833,574,136,1830,1966,3594,21796,2003,23799,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-006,سرت,Sirte,الغربيات,479,3708,7,3715,31,6,94,100,510,3714,101,3815,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-007,سرت,Sirte,تلال,1114,8851,24,8875,25,13,116,129,1139,8864,140,9004,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-008,سرت,Sirte,الحنيوة,420,4068,24,4092,39,10,143,153,459,4078,167,4245,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-009,سرت,Sirte,قضوار,289,2662,3,2665,10,5,38,43,299,2667,41,2708,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-010,سرت,Sirte,السد,228,1805,10,1815,50,16,176,192,278,1821,186,2007,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-011,سرت,Sirte,القبيبة,424,2697,14,2711,85,8,157,165,509,2705,171,2876,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-012,سرت,Sirte,ناصر,1388,8765,60,8825,236,49,930,979,1624,8814,990,9804,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-013,سرت,Sirte,السدرة,1814,12457,55,12512,33,58,90,148,1847,12515,145,12660,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-014,سرت,Sirte,النوفلية,297,1928,6,1934,8,3,57,60,305,1931,63,1994,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-015,سرت,Sirte,الجرم,286,2114,11,2125,14,15,21,36,300,2129,32,2161,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-016,سرت,Sirte,الوادي الاحمر,250,1731,8,1739,31,10,74,84,281,1741,82,1823,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-017,سرت,Sirte,هراوة,497,3676,34,3710,99,27,375,402,596,3703,409,4112,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-018,سرت,Sirte,العامرة,112,813,13,826,3,0,10,10,115,813,23,836,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-019,سرت,Sirte,الوشكة,287,2498,6,2504,51,18,117,135,338,2516,123,2639,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-020,سرت,Sirte,الهيشة الجديدة,425,3395,23,3418,36,5,153,158,461,3400,176,3576,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-021,سرت,Sirte,عبادلة الهيشة,28,171,8,179,62,7,135,142,90,178,143,321,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-022,سرت,Sirte,القداحية,373,3188,23,3211,126,16,300,316,499,3204,323,3527,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-023,سرت,Sirte,زمزم,348,3094,12,3106,103,5,180,185,451,3099,192,3291,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Sirte-024,سرت,Sirte,ابو نجيم,279,1770,7,1777,11,4,21,25,290,1774,28,1802,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-سرت-لسنة-2006م.pdf,74a28f90d1fc0624684e8e799b8af5dde515edf83048a7df47b898180775e2ed
Butnan-001,البطنان,Butnan,عين الغزالة,81,604,7,611,3,0,16,16,84,604,23,627,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-طبرق-لسنة-2006م.pdf,265462ebe09e53bd0aba355013006d0ec4544f54cf18de71a04286b2fffdf8fb
Butnan-002,البطنان,Butnan,القرضبة,309,2428,3,2431,20,4,50,54,329,2432,53,2485,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-طبرق-لسنة-2006م.pdf,265462ebe09e53bd0aba355013006d0ec4544f54cf18de71a04286b2fffdf8fb
Butnan-003,البطنان,Butnan,المرصص,163,1481,15,1496,27,18,51,69,190,1499,66,1565,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-طبرق-لسنة-2006م.pdf,265462ebe09e53bd0aba355013006d0ec4544f54cf18de71a04286b2fffdf8fb
Butnan-004,البطنان,Butnan,المدينة,3831,26438,560,26998,333,364,1229,1593,4164,26802,1789,28591,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-طبرق-لسنة-2006م.pdf,265462ebe09e53bd0aba355013006d0ec4544f54cf18de71a04286b2fffdf8fb
Butnan-005,البطنان,Butnan,شاهر روحة,6300,44462,276,44738,611,130,2373,2503,6911,44592,2649,47241,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-طبرق-لسنة-2006م.pdf,265462ebe09e53bd0aba355013006d0ec4544f54cf18de71a04286b2fffdf8fb
Butnan-006,البطنان,Butnan,سوق العجاج,4130,31155,175,31330,371,60,1067,1127,4501,31215,1242,32457,0,0,10,نتائج-تعداد-العام-لسكان-مدينة-طبرق-لسنة-2006م.pdf,265462ebe09e53bd0aba355013006d0ec4544f54cf18de71a04286b2fffdf8fb
